# name	group	country	url
Fail Army (720p)	US - Entertainment	US	https://bd93cfed.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmFrdXRlblRWLWV1X0ZhaWxBcm15X0hMUw/playlist.m3u8
Failarmy	US - Entertainment	US	https://failarmy-international-it.samsung.wurl.tv/playlist.m3u8
FailArmy	US - Entertainment	US	https://jmp2.uk/plu-5f5141c1605ddf000748eb1b.m3u8
FailArmy	US - Entertainment	US	https://jmp2.uk/plu-62bdb5500c21270007218ce1.m3u8
FailArmy	US - Entertainment	US	https://jmp2.uk/plu-6177f6bf7693550007531275.m3u8
FailArmy	US - Entertainment	US	https://failarmy-international-dk.samsung.wurl.tv/playlist.m3u8
FailArmy	US - Entertainment	US	https://jmp2.uk/plu-5f1abf5fafb5ee0007d4d0ca.m3u8
FailArmy	US - Entertainment	US	https://failarmy-international-fi.samsung.wurl.tv/playlist.m3u8
FailArmy	US - Entertainment	US	https://jmp2.uk/plu-5f8ecd9169d2d4000864a974.m3u8
FailArmy	US - Entertainment	US	https://failarmy-international-in.samsung.wurl.tv/playlist.m3u8
FailArmy	US - Entertainment	US	https://jmp2.uk/plu-608014d19a26320007c92ab6.m3u8
FailArmy	US - Entertainment	US	https://jmp2.uk/plu-5ebaccf1734aaf0007142c86.m3u8
FailArmy	US - Entertainment	US	https://failarmy-international-mx.samsung.wurl.tv/playlist.m3u8
FailArmy	US - Entertainment	US	https://failarmy-international-nl.samsung.wurl.tv/playlist.m3u8
FailArmy	US - Entertainment	US	https://jmp2.uk/plu-61781077929e930007c194ee.m3u8
FailArmy	US - Entertainment	US	https://failarmy-international-no.samsung.wurl.tv/playlist.m3u8
FailArmy	US - Entertainment	US	https://jmp2.uk/plu-6178037c35922000072a2ff5.m3u8
FailArmy	US - Entertainment	US	https://failarmy-international-se.samsung.wurl.tv/playlist.m3u8
FailArmy	US - Entertainment	US	https://jmp2.uk/plu-554158e864526b29254ff105.m3u8
FailArmy	US - Entertainment	US	https://pb-w5ixcojas1swl.akamaized.net/playlist.m3u8
FailArmy (720p)	US - Entertainment	US	https://failarmy-international-gb.samsung.wurl.tv/playlist.m3u8
Failarmy International (720p)	US - Entertainment	US	https://failarmy-international-au.samsung.wurl.tv/playlist.m3u8
Family Ties	US - Entertainment	US	https://jmp2.uk/plu-5f77939a630f530007dde654.m3u8
Farscape	US - Entertainment	US	https://jmp2.uk/plu-699c1b4c9c3b075ecd513139.m3u8
Farscape	US - Entertainment	US	https://jmp2.uk/plu-699c1bd39a3f3bb4887e045e.m3u8
Farscape	US - Entertainment	US	https://jmp2.uk/plu-699c1c633d27d6da460bbcae.m3u8
Farscape	US - Entertainment	US	https://jmp2.uk/plu-680bb31c56ff83bcd685d64e.m3u8
Fashion Finds (720p)	US - Entertainment	US	https://qvc-amd-live.akamaized.net/hls/live/2034113/lsqvc5us/master.m3u8
FC Public Media (Fort Collins CO) (1080p)	US - Entertainment	US	https://reflect-fcpublicmedia.cablecast.tv/live-5/live/stream-1/live.m3u8
Fear Factor	US - Entertainment	US	https://amg00627-banijaygroup-fearfactor-samsungnz-zhrro.amagi.tv/playlist/amg00627-banijaygroup-fearfactor-samsungnz/playlist.m3u8
Fear Factor	US - Entertainment	US	https://d2y1l0qikd751h.cloudfront.net/Fear_Factor.m3u8
Fear Factor	US - Entertainment	US	https://aegis-cloudfront-1.tubi.video/2a9fb8e7-51c2-40d0-9cc0-6eb963199568/playlist.m3u8
Fear Factor (1080p)	US - Entertainment	US	https://amg00627-banijaygroup-fearfactor-samsungau-9vdod.amagi.tv/playlist/amg00627-banijaygroup-fearfactor-samsungau/playlist.m3u8
Feel Good Drama	US - Entertainment	US	https://jmp2.uk/plu-65775af3b3801200084a3aa4.m3u8
FGTV	US - Entertainment	US	https://securestream11.champds.com/LIVE/FultonCoGALIVE/FultonCoGALIVE.m3u8
FilAmTV Network (1080p)	US - Entertainment	US	https://cdn.vegasplus.us/vegas/ftv/playlist.m3u8
FilmRise Classic TV (720p)	US - Entertainment	US	https://d2tv4k5moji5m7.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-lu4pzh9l4b57p/master.m3u8
Flowers TV USA	US - Entertainment	US	https://yuppmedtaorire.akamaized.net/v1/master/a0d007312bfd99c47f76b77ae26b1ccdaae76cb1/flowers_nim_https/050522/flowers/playlist.m3u8
FNX (1080p)	US - Entertainment	US	https://fnx.lls.pbs.org/index.m3u8
FNX [Geo-blocked]	US - Entertainment	US	https://castus-vod-dev.s3.amazonaws.com/vod_clients/kvcr/live/ch1/video.m3u8
Fort Collins Cable TV (FCTV) (Fort Collins CO) (1080p)	US - Entertainment	US	https://reflect-vod-fcgov.cablecast.tv/live-9/live/stream-1/live.m3u8
Fort Pierce Live Stream (Fort Pierce FL) (720p)	US - Entertainment	US	https://edge-f.swagit.com/live/fortpiercefl/live-1-a/playlist.m3u8
Fox	US - Entertainment	US	http://stream.cammonitorplus.net/1752/index.m3u8
FOX 11 Green Bay WI (WLUK) (1080p)	US - Entertainment	US	https://linear-702.frequency.stream/dist/stirr/702/hls/master/playlist.m3u8
FOX 13 Seattle WA (KCPQ) (720p)	US - Entertainment	US	https://aegis-cloudfront-1.tubi.video/cc394198-7bde-43e8-b186-875bc0eb3037/index.m3u8
FOX 2 San Francisco CA (KTVU) (720p)	US - Entertainment	US	https://aegis-cloudfront-1.tubi.video/8d9284ec-c451-4e51-a1d4-d16e5c8972af/index.m3u8
Fox 25 Boston (WFXT-TV) (1080p) [Geo-blocked]	US - Entertainment	US	https://pubads.g.doubleclick.net/ssai/event/1kItNgwtQUe54NjjBiiTGg/master.m3u8
FOX 25 Oklahoma City OK (KOKH) (1080p)	US - Entertainment	US	https://linear-705.frequency.stream/dist/stirr/705/hls/master/playlist.m3u8
FOX 26 Visalia CA (KMPH) (1080p)	US - Entertainment	US	https://linear-711.frequency.stream/dist/stirr/711/hls/master/playlist.m3u8
FOX 45 Baltimore MD (WBFF) (1080p)	US - Entertainment	US	https://linear-688.frequency.stream/dist/stirr/688/hls/master/playlist.m3u8
Fox Business Network (480p)	US - Entertainment	US	https://247preview.foxbusiness.com/hls/live/2020026/fbnv3preview/primary.m3u8
Fox Soul	US - Entertainment	US	https://aegis-cloudfront-1.tubi.video/0c4bd880-76cc-4000-b9cb-8edabeb88daa/index.m3u8
Fox Soul (1080p)	US - Entertainment	US	https://foxsoul-vizio.amagi.tv/playlist.m3u8
Fox West (720p)	US - Entertainment	US	http://stream.cammonitorplus.net/1799/index.m3u8
Frasier	US - Entertainment	US	https://jmp2.uk/plu-62f4f90e39183b000769f12b.m3u8
Fresno CMAC 1 Public Channel (720p)	US - Entertainment	US	https://reflect-vod-cmac.cablecast.tv/live-11/live/stream-1/live.m3u8
Fresno CMAC 2 Education Channel (720p)	US - Entertainment	US	https://reflect-vod-cmac.cablecast.tv/live-11/live/stream-2/live.m3u8
Fresno CMAC 3 Government Channel (720p)	US - Entertainment	US	https://reflect-vod-cmac.cablecast.tv/live-11/live/stream-3/live.m3u8
Fun Roads	US - Entertainment	US	https://a-cdn.klowdtv.com/live3/funroads_720p/playlist.m3u8
Fun Roads (720p)	US - Entertainment	US	https://stream-us-east-1.getpublica.com/playlist.m3u8?network_id=978
Funny AF	US - Entertainment	US	https://jmp2.uk/plu-580e87ff497c73ba2f321dd3.m3u8
FX	US - Entertainment	US	http://tvsen7.aynascope.net/fx/index.m3u8
FX Latin America	US - Entertainment	US	http://45.162.193.35/FX/index.m3u8
FX Latin America	US - Entertainment	US	http://190.93.224.42/FX/index.m3u8
FX Latin America	US - Entertainment	US	https://streamer.metronethn.com/FX/index.m3u8
Gainesville Community 12TV (Gainesville FL) (720p)	US - Entertainment	US	https://lin10.isilive.ca/live/gainesville/live/index.m3u8
Galxy TV (720p)	US - Entertainment	US	https://stream-us-east-1.getpublica.com/playlist.m3u8?network_id=2230
Game Show Central	US - Entertainment	US	https://jmp2.uk/plu-62e90e8cb05d2b0007f10a61.m3u8
Game Show Central	US - Entertainment	US	https://pb-bunear28tuvaw.akamaized.net/v1/gsn_gameshowchannnel_1/samsungheadend_us/latest/main/hls/playlist.m3u8
Game Show Central (720p)	US - Entertainment	US	https://jmp2.uk/plu-5e54187aae660e00093561d6.m3u8
Ganj e Hozour TV (1080p)	US - Entertainment	US	https://media.parvizshahbazi.com/ganjehozour/Main_tv/playlist.m3u8
Gem Shopping Network (720p)	US - Entertainment	US	https://amg01460-gemshoppingnetw-gem-ono-x662c.amagi.tv/playlist.m3u8
Ghost Dimension	US - Entertainment	US	https://jmp2.uk/plu-619e1bb3e9af5a0007f235ad.m3u8
Ghost Dimension	US - Entertainment	US	https://jmp2.uk/plu-619e259fd8b672000729b1d7.m3u8
Ghost Dimension	US - Entertainment	US	https://jmp2.uk/plu-619e4726b9997a00072a4059.m3u8
Ghost Hunters	US - Entertainment	US	https://jmp2.uk/plu-65cf8ace332fec00081e7ea2.m3u8
Ghost Hunters	US - Entertainment	US	https://amg00353-amg00353c30-samsung-nz-3439.playouts.now.amagi.tv/playlist.m3u8
Ghost Hunters	US - Entertainment	US	https://jmp2.uk/plu-5f27bbe4779de70007a6d1c1.m3u8
Ghost Hunters	US - Entertainment	US	https://jmp2.uk/plu-64e561a4354251000823a0e0.m3u8
Ghost Hunters (1080p)	US - Entertainment	US	https://amg00353-amg00353c30-samsung-au-3440.playouts.now.amagi.tv/playlist.m3u8
Gillette Public Access Television Channel 189	US - Entertainment	US	https://securestream11.champds.com/LIVE/GilletteWYLIVE3/GilletteWYLIVE3.m3u8
Gillette Public Access Television Channel 190	US - Entertainment	US	https://securestream11.champds.com/LIVE/GilletteWYLIVE/GilletteWYLIVE.m3u8
Gillette Public Access Television Channel 192	US - Entertainment	US	https://securestream11.champds.com/LIVE/GilletteWYLIVE2/GilletteWYLIVE2.m3u8
Gilroy CMAP TV Channel 17 (720p)	US - Entertainment	US	https://livestream.telvue.com/cmap1/f7b44cfafd5c52223d5498196c8a2e7b.sdp/playlist.m3u8
Gilroy CMAP TV Channel 18 (720p)	US - Entertainment	US	https://livestream.telvue.com/cmap3/f7b44cfafd5c52223d5498196c8a2e7b.sdp/playlist.m3u8
Gilroy CMAP TV Channel 19 (720p)	US - Entertainment	US	https://livestream.telvue.com/cmap4/f7b44cfafd5c52223d5498196c8a2e7b.sdp/playlist.m3u8
Gilroy CMAP TV Channel 20 (720p)	US - Entertainment	US	https://livestream.telvue.com/cmap5/f7b44cfafd5c52223d5498196c8a2e7b.sdp/playlist.m3u8
Glendale 11 AZ (360p)	US - Entertainment	US	https://edge-f.swagit.com/live/glendaleaz/live-1-a-1/playlist.m3u8
Global Fashion Channel (1080p)	US - Entertainment	US	https://pubgfc.teleosmedia.com/linear/globalfashionchannel/globalfashionchannel/playlist.m3u8
Go USA TV (720p)	US - Entertainment	US	https://brandusa-gousa-1-be.samsung.wurl.tv/playlist.m3u8
Gordon Ramsay (720p)	US - Entertainment	US	https://aegis-cloudfront-1.tubi.video/c8364f36-c60b-4a39-8d86-0b92db4611c0/index.m3u8
Gordon Ramsay's Hell's Kitchen	US - Entertainment	US	https://jmp2.uk/plu-62ea45010d0611000839868c.m3u8
Gordon Ramsay's Hell's Kitchen	US - Entertainment	US	https://jmp2.uk/plu-5b4e99f4423e067bd6df6903.m3u8
GoTraveler (720p) [Geo-blocked]	US - Entertainment	US	https://amg09501-amg09501c1-klowdtv-us-2398.playouts.now.amagi.tv/playlist/amg09501-quester-gotraveler-klowdtvus/playlist.m3u8
GoUSA TV	US - Entertainment	US	https://brandusa-gousa-1-in.samsung.wurl.tv/playlist.m3u8
Great Entertainment Television (720p)	US - Entertainment	US	https://a-cdn.klowdtv.com/live2/greattv_720p/playlist.m3u8
Greensboro TV (Greensboro NC) (720p)	US - Entertainment	US	https://lin12.isilive.ca/live/greensboro/GTN/index.m3u8
Grit Xtra	US - Entertainment	US	https://pb-7k9tqpp5wqdnj.akamaized.net/Grit_Xtra_US.m3u8
Grit Xtra	US - Entertainment	US	https://aegis-cloudfront-1.tubi.video/3bda1ff3-ae32-45ab-ad49-f5e206511a70/playlist.m3u8
Grit Xtra (1080p)	US - Entertainment	US	https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01438-ewscrippscompan-gritxtra-tablo/playlist.m3u8
Guangdong TV America	US - Entertainment	US	https://h5cul1yar48um3t.wcetv.com/hls/gdtv.m3u8
GunAz TV	US - Entertainment	US	https://tv.gunaz.tv/hls/live.m3u8
Gunsmoke	US - Entertainment	US	https://jmp2.uk/plu-60f75771dfc72a00071fd0e0.m3u8
Happy Days	US - Entertainment	US	https://jmp2.uk/plu-62e917b5e354cf0007b97a67.m3u8
Happy Days	US - Entertainment	US	https://jmp2.uk/plu-5f7794162a4559000781fc12.m3u8
HCTV Educational Access Channel	US - Entertainment	US	https://reflect-hudsonctv.cablecast.tv/live-26/live/stream-1/live.m3u8
HCTV Government Channel	US - Entertainment	US	https://reflect-hudsonctv.cablecast.tv/live-26/live/stream-2/live.m3u8
HCTV Public Access Channel	US - Entertainment	US	https://reflect-hudsonctv.cablecast.tv/live-26/live/stream-5/live.m3u8
Heartland	US - Entertainment	US	https://jmp2.uk/plu-61f07513227feb00073ee6bc.m3u8
Heartland	US - Entertainment	US	https://freecast-lukentvlive.vgcdn.net/out/v1/ef4c45af299c46aaabc3f8713f92f163/index.m3u8
Heartland	US - Entertainment	US	https://lukentvlive.vgcdn.net/v1/master/cef183924f24adfa3d5d7601c3a17769082c0c2b/heartland/index.m3u8
Heartland (720p)	US - Entertainment	US	https://2-fss-2.streamhoster.com/pl_120/201950-2724904-1/playlist.m3u8
Hélène et les garçons	US - Entertainment	US	https://jmp2.uk/plu-604f8de01b479400078fb1e7.m3u8
Hell's Kitchen	US - Entertainment	US	https://jmp2.uk/plu-644257fe7cb4b100081ed874.m3u8
Hell's Kitchen	US - Entertainment	US	https://jmp2.uk/plu-61c194ff6f23a7000780073a.m3u8
Hell's Kitchen	US - Entertainment	US	https://jmp2.uk/plu-664f0ddbf78a8500092dcffa.m3u8
Hell's Kitchen	US - Entertainment	US	https://jmp2.uk/plu-62022f7b9fcc3800076f8c26.m3u8
Hell's Kitchen	US - Entertainment	US	https://jmp2.uk/plu-61c1871dac860c0007684974.m3u8
Hell's Kitchen	US - Entertainment	US	https://jmp2.uk/plu-5e6f38792075160007d85823.m3u8
Hell's Kitchen	US - Entertainment	US	https://itv-hellskitchen-rakuten.amagi.tv/playlist.m3u8
Hell's Kitchen	US - Entertainment	US	https://pb-lf7eocnc8ua2e.akamaized.net/Hells_Kitchen_SONO10.m3u8
Hell's Kitchen (1080p)	US - Entertainment	US	https://amg00654-itv-amg00654c1-samsung-au-1072.playouts.now.amagi.tv/itv-hellskitchen-samsung/playlist.m3u8
Hi-YAH!	US - Entertainment	US	https://linear-59.frequency.stream/dist/xumo/59/hls/master/playlist.m3u8
Hi-YAH! (1080p)	US - Entertainment	US	https://linear-59.frequency.stream/dist/plex/59/hls/master/playlist.m3u8
Highway to Heaven	US - Entertainment	US	https://jmp2.uk/plu-68bff9a63efb41cd97562e46.m3u8
Highway to Heaven	US - Entertainment	US	https://jmp2.uk/plu-68c014ee337652ee75dab43b.m3u8
Highway to Heaven	US - Entertainment	US	https://jmp2.uk/plu-68c015dc6523408b14f54dee.m3u8
Highway to Heaven	US - Entertainment	US	https://jmp2.uk/plu-6081738748d3200007afb24b.m3u8
Hillsborough County TV HTV (Hillsborough County FL) (360p)	US - Entertainment	US	https://cdn3.wowza.com/5/M0lyamVmM2JWcjhQ/hillsboroughcounty/G2155_002/playlist.m3u8
His Glory TV (1080p)	US - Entertainment	US	https://customer-6itfaqopbksp5p0q.cloudflarestream.com/3972e89fb79bf6d6dd2a16c75455087a/manifest/video.m3u8
Historias de Ultratumba	US - Entertainment	US	https://jmp2.uk/plu-5f4d3696d938c900072679fd.m3u8
Hmong TV Network (720p)	US - Entertainment	US	https://livefta.malimarcdn.com/ftaedge00/cvabroadcasting.stream/playlist.m3u8
Hogan's Heroes	US - Entertainment	US	https://jmp2.uk/plu-68939e206727ec919bb39061.m3u8
HollyWire	US - Entertainment	US	https://di1slo8304ver.cloudfront.net/playlist.m3u8
Home.Made.Nation	US - Entertainment	US	https://d1kgo9l74vimu0.cloudfront.net/v1/aenetworks_ae_1/samsungheadend_us/latest/main/hls/playlist.m3u8
Home.Made.Nation (720p)	US - Entertainment	US	https://jmp2.uk/plu-5dc1cb279c91420009db261d.m3u8
Homes Under Hammer	US - Entertainment	US	https://all3media-homes-under-the-hammer-1-dk.samsung.wurl.tv/playlist.m3u8
Homes Under Hammer	US - Entertainment	US	https://all3media-homes-under-the-hammer-1-fi.samsung.wurl.tv/playlist.m3u8
Homes Under Hammer	US - Entertainment	US	https://all3media-homes-under-the-hammer-1-nl.samsung.wurl.tv/playlist.m3u8
Homes Under Hammer	US - Entertainment	US	https://all3media-homes-under-the-hammer-1-no.samsung.wurl.tv/playlist.m3u8
Homes Under Hammer	US - Entertainment	US	https://all3media-homes-under-the-hammer-1-nz.samsung.wurl.tv/playlist.m3u8
Homes Under Hammer	US - Entertainment	US	https://all3media-homes-under-the-hammer-1-se.samsung.wurl.tv/playlist.m3u8
Homes Under Hammer	US - Entertainment	US	https://jmp2.uk/plu-5c5c2e9d8002db3c3e0b1c72.m3u8
Homes Under Hammer	US - Entertainment	US	https://all3media-homes-under-the-hammer-1-gb.rakuten.wurl.tv/playlist.m3u8
Homes Under Hammer	US - Entertainment	US	https://all3media-homes-under-the-hammer-1-gb.samsung.wurl.tv/playlist.m3u8
Homes Under The Hammer (720p)	US - Entertainment	US	https://all3media-homes-under-the-hammer-1-au.samsung.wurl.tv/playlist.m3u8
Homicide Hunter	US - Entertainment	US	https://jmp2.uk/plu-619e21b213ef6b0007d8c17a.m3u8
Homicide Hunter	US - Entertainment	US	https://jmp2.uk/plu-619e286e093e7c0007489e6a.m3u8
Homicide Hunter	US - Entertainment	US	https://jmp2.uk/plu-619e4a3518d6970008bebc95.m3u8
Homicide Hunter	US - Entertainment	US	https://jmp2.uk/plu-60e452730e76f20007598de8.m3u8
Hot Bench (720p)	US - Entertainment	US	https://jmp2.uk/plu-6036e6e7ac69c400072afca2.m3u8
HSN	US - Entertainment	US	https://a-cdn.klowdtv.com/live2/hsn_720p/playlist.m3u8
HSN	US - Entertainment	US	https://jmp2.uk/plu-5f8a02476b72230007e62b7d.m3u8
HSN (720p)	US - Entertainment	US	https://qvc-amd-live.akamaized.net/hls/live/2034113/lshsn1us/master.m3u8
HSN West (720p)	US - Entertainment	US	https://qvc-amd-live.akamaized.net/hls/live/2034113/lshsn1uswest/master.m3u8
HSN2 (720p)	US - Entertainment	US	https://qvc-amd-live.akamaized.net/hls/live/2034113/lshsn2us/master.m3u8
HTV 1 Houston Television (720p)	US - Entertainment	US	https://stream.swagit.com/live-edge/houstontx/smil:hd-16x9-2-a/playlist.m3u8
HTV 2 Houston Television (720p)	US - Entertainment	US	https://stream.swagit.com/live-edge/houstontx/smil:hd-16x9-2-b/playlist.m3u8
Humor Mill	US - Entertainment	US	https://damkf751d85s1.cloudfront.net/v1/master/9d062541f2ff39b5c0f48b743c6411d25f62fc25/HumorMill-PLEX/152.m3u8
Humor Mill	US - Entertainment	US	https://du1gyxfing4ke.cloudfront.net/scheduler/scheduleMaster/152.m3u8
Hungry (720p)	US - Entertainment	US	https://dos35knl8v49a.cloudfront.net/v1/food/samsungheadend_us/latest/main/hls/playlist.m3u8
Huntington Beach TV Channel 3 (720p)	US - Entertainment	US	https://reflect-huntingtonbeach.cablecast.tv/live-4/live/stream-1/live.m3u8
I Love Lucy	US - Entertainment	US	https://jmp2.uk/plu-63a2f1dda0d69700078b7cba.m3u8
I Love Lucy	US - Entertainment	US	https://jmp2.uk/plu-634f3011f4fff20007431641.m3u8
iCarly TV	US - Entertainment	US	https://jmp2.uk/plu-6450209d939a5900084dba1d.m3u8
Ice Pilots	US - Entertainment	US	https://jmp2.uk/plu-5ce40f42ba7f7f5ea9518fe1.m3u8
Ice Pilots	US - Entertainment	US	https://jmp2.uk/plu-62cd97fb9f8154000727516c.m3u8
Ice Pilots	US - Entertainment	US	https://jmp2.uk/plu-61b9edc4a4ca6100070bb407.m3u8
Ice Pilots	US - Entertainment	US	https://jmp2.uk/plu-62154548a2be360007cb02f0.m3u8
Ice Pilots	US - Entertainment	US	https://jmp2.uk/plu-62cd9fee6187a70007784cdd.m3u8
Ice Pilots	US - Entertainment	US	https://jmp2.uk/plu-62cdaef300a4b3000739b1bf.m3u8
Il Banco dei Pugni	US - Entertainment	US	https://jmp2.uk/plu-60e4507a06171800072339a3.m3u8
Impact Network (720p)	US - Entertainment	US	https://edge1.lifestreamcdn.com/live/impactroku1/index.m3u8
Impossible Quiz Show (1080p)	US - Entertainment	US	https://bbc-impossible-1-us.roku.wurl.tv/playlist.m3u8
In the kitchen (720p)	US - Entertainment	US	https://qvc-amd-live.akamaized.net/hls/live/2034113/lsqvc4us/master.m3u8
Inazuma Eleven	US - Entertainment	US	https://jmp2.uk/plu-611e75226b7f420007c3f319.m3u8
Inazuma Eleven	US - Entertainment	US	https://jmp2.uk/plu-612375086abc84000738fc03.m3u8
InfoWars The American Journal (1080p)	US - Entertainment	US	https://freespeech.akamaized.net/hls/live/2016873/live3/playlist.m3u8
Inside Crime	US - Entertainment	US	https://jmp2.uk/plu-61c49f1495f417000731cef0.m3u8
Inside Crime	US - Entertainment	US	https://amg00841-aenetworksukane-insidecrime-samsunguk-o968i.amagi.tv/playlist/amg00841-aenetworksukane-insidecrime-samsunguk/playlist.m3u8
Inside Crime (1080p)	US - Entertainment	US	https://aenetworks-insidecrime-rakuten.amagi.tv/playlist.m3u8
Instant Saga	US - Entertainment	US	https://jmp2.uk/plu-60549e98061b5f000776866a.m3u8
Investiga	US - Entertainment	US	https://jmp2.uk/plu-5cf96b8f4f1ca3f0629f4bf1.m3u8
ION (1080p) [Geo-blocked]	US - Entertainment	US	https://pb-xhb3ic8b61whm.akamaized.net/Ion_US.m3u8
ION Plus	US - Entertainment	US	https://pb-tcsruiaw9dc0i.akamaized.net/Ion_Plus_US.m3u8
ION Plus	US - Entertainment	US	https://aegis-cloudfront-1.tubi.video/5305de41-1f84-4226-a67b-6690552c7663/playlist.m3u8
ION Plus (1080p)	US - Entertainment	US	https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01438-ewscrippscompan-ionplus-tablo/playlist.m3u8
Iran National Revolution TV	US - Entertainment	US	https://hls.irannrtv.live/hls/stream.m3u8
Iron Chef	US - Entertainment	US	https://jmp2.uk/plu-6582f8dadfed030008e5a93d.m3u8
Iron Chef	US - Entertainment	US	https://jmp2.uk/plu-682b385876963fba9abf0f26.m3u8
Iron Chef	US - Entertainment	US	https://jmp2.uk/plu-682b3932faaa60cd7dbf87b4.m3u8
Iron Chef	US - Entertainment	US	https://jmp2.uk/plu-682b39defaaa60cd7dbfa5c3.m3u8
JAG	US - Entertainment	US	https://jmp2.uk/plu-66a105f4a79dea0008aa5e0f.m3u8
Jersey Shore	US - Entertainment	US	https://jmp2.uk/plu-609bfa51fbecc1000733152e.m3u8
Jewelry Television (720p)	US - Entertainment	US	https://content.jwplatform.com/live/broadcast/oe7UD7Ag.m3u8
Jewelry TV 2 (720p)	US - Entertainment	US	https://cdn.jwplayer.com/live/broadcast/0rrJ3kkM.m3u8
Jewish Life Television	US - Entertainment	US	https://a-cdn.klowdtv.com/live3/jltv_720p/playlist.m3u8
Jewish Life Television	US - Entertainment	US	https://jlt-jltv-stirr.otteravision.com/jlt/jltv/jltv.m3u8
Jewish Life Television	US - Entertainment	US	https://jlt-jltv-xumo.otteravision.com/jlt/jltv/jltv.m3u8
Johnny Carson TV	US - Entertainment	US	https://johnnycarson-vizio.amagi.tv/playlist.m3u8
Jornada nas Estrelas A Nova Geração	US - Entertainment	US	https://jmp2.uk/plu-69162ad79505d0f3b1ebf07d.m3u8
Jornada nas Estrelas Deep Space Nine	US - Entertainment	US	https://jmp2.uk/plu-69162af591700f4c4c135c95.m3u8
Jornada nas Estrelas Voyager	US - Entertainment	US	https://jmp2.uk/plu-69162b1ef189e235142b17ab.m3u8
JOURNY TV (720p)	US - Entertainment	US	https://d3s3a5c7f101eb.cloudfront.net/playlist.m3u8
Judge Nosey	US - Entertainment	US	https://jmp2.uk/plu-5e9decb953e157000752321c.m3u8
Judge Nosey (1080p)	US - Entertainment	US	https://amg00514-noseybaxterllc-realnosey-cineverse-tqbpv.amagi.tv/playlist/amg00514-noseybaxterllc-realnosey-cineverse/playlist.m3u8
Just for Laughs Gags	US - Entertainment	US	https://distributionsjustepourrire-justforlaughsgags-1-be.samsung.wurl.tv/playlist.m3u8
Just for Laughs Gags	US - Entertainment	US	https://jmp2.uk/plu-677f929054f43dad4b325c1c.m3u8
Just for Laughs Gags	US - Entertainment	US	https://jmp2.uk/plu-6177fd9812fe0c000726f9eb.m3u8
Just for Laughs Gags	US - Entertainment	US	https://distributionsjustepourrire-justforlaughsgags-1-dk.samsung.wurl.tv/playlist.m3u8
Just for Laughs Gags	US - Entertainment	US	https://distributionsjustepourrire-justforlaughsgags-1-fi.samsung.wurl.tv/playlist.m3u8
Just for Laughs Gags	US - Entertainment	US	https://jmp2.uk/plu-6093f48c95132a00075fd859.m3u8
Just for Laughs Gags	US - Entertainment	US	https://distributionsjustepourrire-justforlaughsgags-1-lu.samsung.wurl.tv/playlist.m3u8
Just for Laughs Gags	US - Entertainment	US	https://distributionsjustepourrire-justforlaughsgags-1-mx.samsung.wurl.tv/playlist.m3u8
Just for Laughs Gags	US - Entertainment	US	https://distributionsjustepourrire-justforlaughsgags-1-nl.samsung.wurl.tv/playlist.m3u8
Just for Laughs Gags	US - Entertainment	US	https://jmp2.uk/plu-61781878a3580d0008967df8.m3u8
Just for Laughs Gags	US - Entertainment	US	https://distributionsjustepourrire-justforlaughsgags-1-no.samsung.wurl.tv/playlist.m3u8
Just for Laughs Gags	US - Entertainment	US	https://jmp2.uk/plu-61780ce4c215ad0007a66ab2.m3u8
Just for Laughs Gags	US - Entertainment	US	https://distributionsjustepourrire-justforlaughsgags-1-se.samsung.wurl.tv/playlist.m3u8
Just for Laughs Gags	US - Entertainment	US	https://dzmydakq7xf9n.cloudfront.net/playlist.m3u8
Just for Laughs Gags	US - Entertainment	US	https://streams2.sofast.tv/sofastplayout/4c727f82-d2ec-4a07-870c-49a6f22ee6f9_0_HLS/master.m3u8
Just for Laughs Gags (1080p)	US - Entertainment	US	https://streams2.sofast.tv/ptnr-yupptv/title-JUST_FOR_LAUGHS_GAGS_YUPPTV/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/2790d143-5874-4146-bf91-9063c52b2f15/manifest.m3u8
K Content by CJ ENM (1080p)	US - Entertainment	US	https://d2q0mzb9bm4w5z.cloudfront.net/68fee8e1_605a_437b_b968_244c3c0d5f24/hls/playlist.m3u8
Kaloopy TV (1080p)	US - Entertainment	US	https://streamingserver000.viewtv.cloud/VIEWTVNETWORK-KALOOPY/index.m3u8
KATC 3.1 (1080p)	US - Entertainment	US	http://stream.cammonitorplus.net/1753/index.m3u8
KCKS-LD 25.3 (720p)	US - Entertainment	US	https://2-fss-1.streamhoster.com/pl_154/amlst:205432-2055980/playlist.m3u8
KDFW-DT1 (1080p)	US - Entertainment	US	https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg00488-foxdigital-fox4dallaskdfw-vizious/playlist.m3u8
Kenan & Kel	US - Entertainment	US	https://jmp2.uk/plu-5ffcc5130fd98c0007f2e216.m3u8
Kenan y Kel	US - Entertainment	US	https://jmp2.uk/plu-5fcea93ffcf94500071c4b2f.m3u8
